year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price
2013,72486,0,1,3,23.4,1248.0,74.0,5.0,4430.73471676949
2013,92000,0,0,3,23.3,1984.0,150.0,5.0,17947.2798653954
2013,40000,1,1,3,17.5,1298.0,85.8,5.0,4767.246214245653
2014,56000,0,0,3,12.7,2179.0,187.7,5.0,38698.82220975883
2008,125000,1,0,1,11.7,2354.0,177.6,5.0,2916.4329781267525
2017,29219,0,1,3,12.99,2494.0,100.6,8.0,15120.583286595624
2018,39927,0,1,3,12.55,2982.0,168.5,7.0,36006.73022994952
2018,38593,1,1,3,18.7,1199.0,88.7,5.0,6920.919798093101
2015,32000,1,1,3,17.0,1497.0,118.0,5.0,6169.377453729669
2017,28226,0,0,3,28.4,1248.0,73.75,5.0,10263.600673022995
2014,95000,0,1,3,21.64,1461.0,84.8,5.0,5047.672462142456
2016,14821,1,1,3,19.4,1198.0,86.8,5.0,6023.5558048233315
2012,52000,1,1,3,15.04,1598.0,103.6,5.0,6113.292204150308
2016,33000,0,1,3,16.0,2179.0,140.0,7.0,10375.771172181716
2016,29200,0,1,3,23.0,1498.0,98.96,5.0,8637.128435221537
2012,99754,0,1,3,17.72,1968.0,108.49,5.0,8962.422882781828
2012,49000,1,1,3,20.36,1197.0,78.9,5.0,3365.1149747616373
2018,38310,0,1,3,20.65,1248.0,88.7,5.0,7504.206393718451
2014,56000,0,1,3,22.9,1248.0,74.0,5.0,4767.246214245653
2017,31300,0,0,3,21.72,1498.0,108.4,5.0,11777.902411665731
2019,11241,0,1,3,13.68,2393.0,147.8,8.0,25294.447560291643
2014,48000,1,1,2,17.01,1591.0,121.3,5.0,5832.865956253505
2019,23882,1,1,3,17.4,1497.0,117.3,5.0,13314.638250140213
2014,65000,0,1,3,26.0,1498.0,98.6,5.0,7840.717891194616
2011,50000,0,1,3,20.54,1598.0,103.6,5.0,5608.5249579360625
2014,25000,0,0,3,12.19,2967.0,236.0,5.0,49355.01962983735
2015,21000,1,1,3,22.74,796.0,47.3,5.0,3129.556926528323
2012,148000,0,1,2,21.12,1248.0,88.8,5.0,3252.944475602916
2016,68000,1,1,3,15.29,1591.0,121.3,5.0,11048.794167134043
2014,52000,0,0,3,12.0,2987.0,224.0,7.0,54963.54458777341
2016,19000,0,1,3,16.55,2498.0,105.0,6.0,10375.771172181716
2011,74000,0,1,2,22.32,1582.0,126.3,5.0,4206.393718452046
2017,30279,0,1,3,26.1,1498.0,99.0,5.0,8177.229388670779
2016,20000,0,0,3,20.7,1496.0,113.98,4.0,26360.067302299492
2013,34834,1,1,3,14.0,796.0,35.0,5.0,2916.4329781267525
2015,90000,0,1,2,21.03,1461.0,65.0,5.0,3477.2854739203585
2016,38730,0,0,3,14.21,2143.0,203.0,5.0,33628.71564778463
2016,57390,0,1,3,19.01,1461.0,108.45,5.0,7549.07459338194
2016,100000,0,1,3,23.4,1248.0,74.0,5.0,3925.967470555244
2011,50000,1,1,3,16.47,1198.0,73.9,5.0,2636.0067302299494
2017,64961,0,1,3,16.0,2179.0,140.0,7.0,18093.101514301736
2014,72465,1,1,3,16.47,1198.0,74.0,5.0,6618.059450364553
2012,68776,1,1,3,21.1,1197.0,85.8,5.0,4374.649467190129
2012,68000,0,1,3,12.8,2494.0,102.0,7.0,7795.849691531127
2015,33000,0,1,3,26.0,1498.0,98.6,5.0,7851.934941110488
2017,22389,1,1,3,17.0,1198.0,73.75,5.0,8109.927089175546
2012,90000,0,1,3,21.5,1248.0,88.8,5.0,4273.69601794728
2012,42000,1,1,1,18.6,1197.0,85.8,5.0,5047.672462142456
2017,38767,0,1,3,19.67,1582.0,126.2,5.0,14133.482893998877
2015,21000,0,0,3,12.07,2967.0,241.4,7.0,53841.8395961862
2010,59136,1,1,3,19.7,796.0,46.3,5.0,3320.246775098149
2014,36000,0,1,3,25.8,1498.0,98.6,5.0,3645.541222658441
2011,95000,0,0,2,18.33,1968.0,167.7,5.0,9534.492428491307
2013,51000,0,0,3,19.5,1582.0,126.24,5.0,9814.91867638811
2011,36411,1,1,3,18.9,998.0,67.1,5.0,3454.8513740886146
2017,40000,0,0,3,12.81,1999.0,148.31,7.0,46550.75715086932
2016,27300,1,1,3,17.8,1497.0,117.3,5.0,7851.934941110488
2011,29813,1,0,2,14.74,1991.0,181.03,5.0,12899.607403252943
2011,71000,1,1,3,20.51,998.0,67.04,5.0,2916.4329781267525
2014,32000,0,1,3,22.32,1582.0,126.3,5.0,4823.331463825014
2017,50510,0,0,3,17.06,1968.0,141.0,5.0,27930.45429052159
2011,102000,0,0,3,15.06,1995.0,177.0,5.0,15423.443634324172
2014,42277,0,1,3,24.0,1186.0,73.97,5.0,4318.5642176107685
2014,46000,0,0,3,13.0,2143.0,201.1,5.0,26079.64105440269
2015,50000,1,1,3,18.9,1197.0,82.0,5.0,6449.803701626472
2008,62000,1,1,2,20.36,1197.0,78.9,5.0,1850.8132361189007
2012,78000,0,1,3,19.33,1968.0,138.1,5.0,7291.082445316882
2011,79000,0,1,3,17.67,1968.0,138.08,5.0,8412.787436904093
2019,6773,0,0,3,14.75,2967.0,245.0,7.0,81817.16208637127
2010,135000,0,1,2,11.5,2982.0,171.0,7.0,12338.754907459337
2013,36716,1,1,3,18.9,1061.0,67.0,5.0,3387.5490745933816
2013,65060,1,1,3,21.1,814.0,55.2,5.0,3724.0605720695453
2013,33000,1,1,3,19.4,1198.0,86.8,5.0,3634.3241727425684
2015,11110,1,1,3,22.74,796.0,47.3,5.0,2636.0067302299494
2013,63000,0,1,3,15.96,2523.0,62.1,7.0,6169.377453729669
2015,27030,1,1,3,17.8,1497.0,117.3,5.0,7571.508693213685
2015,19600,1,1,3,15.0,1598.0,103.52,5.0,6898.485698261356
2016,27755,1,1,3,22.0,1197.0,81.8,5.0,6113.292204150308
2013,20000,1,1,2,21.1,814.0,55.2,5.0,2579.9214806505884
2015,24782,1,1,3,20.85,1197.0,83.14,5.0,6965.78799775659
2014,47303,1,0,3,19.34,1198.0,76.0,5.0,5844.083006169377
2008,71000,1,0,3,8.3,4134.0,250.0,7.0,13449.242849130678
2010,135000,0,1,3,17.8,1248.0,75.0,5.0,3477.2854739203585
2017,1000,0,1,3,13.49,2179.0,138.03,5.0,8412.787436904093
2016,29000,0,1,3,20.14,1498.0,88.8,5.0,4486.81996634885
2016,36367,1,1,3,17.8,1497.0,117.3,5.0,8670.779584969152
2015,38000,1,1,3,17.4,1497.0,117.3,5.0,8749.298934380258
2011,83969,1,1,3,16.1,796.0,37.0,4.0,1458.2164890633762
2014,82621,0,1,3,20.14,1498.0,88.8,5.0,4957.936062815479
2009,89000,0,0,3,12.5,1991.0,147.9,7.0,4486.81996634885
2016,54000,0,1,3,16.0,2179.0,140.0,7.0,14582.164890633763
2015,61691,0,1,3,25.8,1498.0,98.6,5.0,6034.7728547392035
2011,32200,1,1,2,17.0,1197.0,80.0,5.0,3645.541222658441
2016,68630,1,0,3,20.51,998.0,67.0,5.0,4340.998317442512
2014,61000,0,0,2,16.96,1968.0,138.03,5.0,9254.066180594504
2018,32644,1,1,3,20.73,1373.0,91.1,5.0,10409.42232192933
2012,85000,0,0,3,11.79,2179.0,120.0,7.0,7010.656197420078
2008,75000,1,1,2,15.26,1150.0,74.9,5.0,1289.9607403252942
2016,40347,1,1,3,20.73,1373.0,91.2,5.0,8749.298934380258
2012,60788,0,1,3,23.0,1396.0,90.0,5.0,5047.672462142456
2018,18664,1,1,3,18.7,1199.0,88.7,5.0,8480.089736399326
2017,57847,0,1,3,16.0,2179.0,140.0,7.0,18037.016264722373
2012,52237,1,1,3,17.0,1197.0,80.0,5.0,5047.672462142456
2012,128000,0,1,3,22.32,1582.0,126.32,5.0,5608.5249579360625
2011,54000,1,1,3,19.81,1086.0,68.05,5.0,2467.7509814918676
2014,49800,1,0,3,23.1,998.0,67.04,5.0,4486.81996634885
2012,98000,0,1,3,20.86,1199.0,73.9,5.0,2815.479528883903
2015,60095,0,1,3,25.2,1248.0,74.0,5.0,5328.0987100392595
2008,68000,1,1,2,16.0,1086.0,66.7,5.0,2243.409983174425
2010,81402,1,1,2,20.36,1197.0,78.9,5.0,2355.5804823331464
2013,38000,1,0,3,16.5,1499.0,110.0,5.0,7010.656197420078
2011,92239,0,0,2,11.5,2987.0,210.0,5.0,11890.072910824452
2017,49224,0,1,3,25.2,1248.0,74.0,5.0,6730.229949523275
2004,12000,1,1,2,16.1,796.0,37.0,4.0,504.76724621424563
2010,54898,1,1,1,16.1,1298.0,88.2,5.0,2804.2624789680312
2018,2500,1,1,3,15.29,1591.0,121.3,5.0,14301.73864273696
2017,32838,0,0,3,17.05,1995.0,190.0,5.0,33976.444195176664
2006,27076,1,1,3,13.8,1299.0,70.0,5.0,1794.72798653954
2017,75445,0,1,3,22.7,1498.0,89.84,5.0,8457.655636567582
2015,46601,1,1,3,20.73,1373.0,91.1,5.0,7672.462142456533
2012,72000,0,0,3,18.33,1968.0,167.7,5.0,6730.229949523275
2017,27000,0,1,3,27.3,1498.0,98.6,5.0,8973.6399326977
2016,68193,0,0,3,17.11,1968.0,174.33,5.0,27750.98149186764
2017,34429,0,1,3,24.0,1120.0,70.0,5.0,6169.377453729669
2013,46000,0,0,3,12.0,2987.0,224.0,7.0,40381.37969713965
2013,80544,0,1,3,12.99,2494.0,100.6,7.0,13224.901850813236
2011,42000,1,1,2,16.95,1498.0,97.7,5.0,3365.1149747616373
2011,94821,0,0,2,20.0,1968.0,138.1,5.0,7571.508693213685
2006,100000,1,1,3,14.49,1399.0,92.7,5.0,1570.3869882220974
2014,57000,0,1,3,24.2,1498.0,98.6,7.0,6449.803701626472
2010,79894,0,1,3,21.1,1248.0,73.9,5.0,3813.7969713965226
2011,44748,1,1,2,16.47,1198.0,73.9,5.0,5485.137408861468
2013,31000,1,1,3,13.24,1598.0,102.5,5.0,5552.439708356702
2013,60587,1,0,2,16.98,998.0,66.1,5.0,3914.7504206393714
2014,43772,1,1,3,17.0,1497.0,118.0,5.0,7122.826696578799
2017,23576,1,0,3,18.9,1197.0,82.0,5.0,7941.671340437464
2017,4000,0,0,3,13.6,1999.0,177.0,5.0,42624.789680314076
2012,62000,0,1,3,12.05,2179.0,120.0,8.0,7010.656197420078
2011,36000,1,0,3,11.74,1796.0,186.0,5.0,11385.305664610207
2014,80000,1,0,3,13.7,1798.0,157.75,5.0,12058.328659562534
2012,137008,0,0,3,18.1,1991.0,147.9,4.0,5215.928210880539
2010,61001,0,1,3,12.05,2179.0,120.0,8.0,5328.0987100392595
2015,52191,1,1,3,17.1,1591.0,121.3,5.0,8726.864834548513
2016,77076,0,1,3,23.0,1396.0,90.0,5.0,7571.508693213685
2008,56000,1,0,3,16.4,1497.0,78.0,5.0,3353.8979248457654
2013,21000,1,1,3,20.36,1197.0,78.9,5.0,2636.0067302299494
2013,89429,0,1,3,25.8,1498.0,98.6,5.0,4094.2232192933257
2012,45631,1,1,2,22.5,998.0,67.04,5.0,3073.4716769489623
2013,53959,1,1,3,19.4,1198.0,86.8,5.0,3925.967470555244
2014,55804,1,1,3,17.0,1197.0,80.0,5.0,5339.315759955131
2016,25899,1,1,3,15.04,1598.0,103.2,5.0,6954.570947840717
2008,82000,0,1,2,18.7,1896.0,66.0,5.0,2636.0067302299494
2014,52000,0,0,3,13.0,2143.0,204.0,5.0,27481.772293886705
2013,20000,1,1,3,13.24,1598.0,102.57,5.0,6730.229949523275
2017,31829,1,1,3,21.1,814.0,55.2,5.0,4094.2232192933257
2016,18094,1,1,2,18.6,1197.0,85.8,5.0,7021.8732473359505
2015,11964,0,0,3,13.22,2967.0,241.4,5.0,36960.179472798656
2018,22684,1,1,3,18.6,1197.0,81.83,5.0,8749.298934380258
2014,43521,1,1,3,19.4,1198.0,86.8,5.0,4767.246214245653
2014,49386,1,1,3,17.5,1298.0,85.8,5.0,5451.4862591138535
2017,12248,1,1,3,18.9,1197.0,81.86,5.0,5496.354458777342
2014,67771,0,1,3,11.68,2498.0,112.0,8.0,7919.23724060572
2015,60007,1,0,3,17.21,1798.0,189.0,4.0,5047.672462142456
2011,48624,1,1,3,24.07,998.0,67.1,5.0,3611.890072910824
2014,30000,0,1,3,22.07,1199.0,73.9,5.0,3645.541222658441
2016,81605,1,1,3,18.9,1197.0,82.0,5.0,5081.323611890072
2017,32642,0,0,3,14.84,2143.0,170.0,5.0,39012.89960740325
2014,34200,1,0,3,15.74,1591.0,121.3,5.0,7291.082445316882
2010,72204,1,1,3,15.7,1172.0,67.0,5.0,2523.836231071228
2017,47357,0,0,3,18.49,1493.0,100.0,7.0,9388.670779584967
2015,61738,0,1,3,20.14,1498.0,88.8,5.0,6045.989904655075
2018,32586,0,0,3,22.48,1995.0,190.0,5.0,41839.59618620302
2018,40129,0,0,3,11.57,2987.0,254.79,5.0,79416.71340437465
2012,51000,0,0,3,11.74,2987.0,254.8,5.0,24957.93606281548
2018,10393,1,1,3,18.9,1197.0,81.86,5.0,6763.881099270891
2011,46000,1,0,3,13.7,1798.0,157.75,5.0,5496.354458777342
2013,21000,1,0,3,16.95,1197.0,78.9,5.0,4441.951766685362
2011,113562,0,1,3,23.0,1396.0,90.0,5.0,5159.842961301177
2011,100010,0,1,2,12.05,2179.0,120.0,8.0,6169.377453729669
2013,63107,1,1,3,19.4,1198.0,86.8,5.0,3645.541222658441
2017,58500,1,1,3,18.6,1197.0,81.83,5.0,7010.656197420078
2007,90000,0,1,0,10.9,2499.0,143.0,7.0,3365.1149747616373
2011,108242,0,1,3,16.8,1493.0,110.0,5.0,4767.246214245653
2011,146300,0,1,3,11.5,2982.0,171.0,7.0,13740.886146943352
2011,62943,0,0,2,17.05,1995.0,184.0,5.0,12282.669657879977
2013,65000,0,0,3,12.55,2982.0,168.5,7.0,18508.132361189007
2018,1700,1,0,3,19.0,1199.0,88.76,5.0,8749.298934380258
2013,34697,1,1,3,19.81,1086.0,68.05,5.0,4150.308468872686
2012,58000,1,1,3,17.0,1197.0,80.0,5.0,4486.81996634885
2015,32500,0,0,3,19.59,1995.0,187.74,5.0,30005.608524957934
2016,58661,0,0,3,15.17,1968.0,181.0,5.0,31441.390914189567
2017,37124,1,1,3,20.4,1197.0,81.8,5.0,6102.075154234436
2017,44000,1,0,3,21.4,1197.0,83.1,5.0,6954.570947840717
2005,45200,1,1,3,13.2,1495.0,94.0,5.0,1009.5344924284913
2016,11000,1,1,3,18.5,1197.0,85.8,5.0,4430.73471676949
2011,65000,1,1,2,26.0,624.0,35.0,4.0,493.5501962983735
2012,55005,0,1,3,20.0,1399.0,68.0,5.0,3084.6887268648343
2011,81650,0,0,3,18.33,1968.0,167.7,5.0,8412.787436904093
2013,67263,1,1,3,18.9,998.0,67.1,5.0,4038.137969713965
2012,44223,1,1,3,17.6,1496.0,88.7,5.0,4475.6029164329775
2015,36840,1,1,3,18.9,1197.0,82.0,5.0,6326.416152551878
2008,133000,0,1,3,16.8,1405.0,62.0,5.0,785.1934941110487
2015,69123,0,0,3,18.88,1995.0,184.0,5.0,21312.394840157038
2017,38000,0,0,3,10.91,3198.0,197.0,7.0,34189.56814357824
2017,5500,1,1,3,21.56,1462.0,103.25,5.0,9197.980931015141
2015,1001,0,1,3,25.83,1498.0,99.0,5.0,8468.872686483453
2007,59000,1,1,1,15.26,1150.0,74.9,5.0,1110.4879416713404
2011,78256,1,0,3,16.8,1497.0,118.0,5.0,4655.075715086932
2016,90000,1,1,3,16.95,1498.0,97.6,5.0,6954.570947840717
2016,18000,1,1,3,19.1,1197.0,85.8,5.0,4935.501962983735
2012,60000,0,1,3,20.0,1399.0,68.0,5.0,2355.5804823331464
2011,130000,0,1,3,20.3,1248.0,75.0,5.0,2467.7509814918676
2018,32851,1,1,3,18.6,1197.0,81.86,5.0,9355.019629837352
2014,32000,0,1,3,23.4,1248.0,74.0,5.0,4879.416713404374
2014,62700,0,1,3,22.7,1498.0,89.84,5.0,7627.593942793045
2010,71000,0,1,3,19.3,1248.0,73.9,5.0,3701.6264722378014
2016,19947,1,1,3,18.9,1197.0,82.0,5.0,5653.393157599551
2012,91000,0,0,3,11.4,2953.0,153.86,7.0,10319.685922602353
2014,74000,0,1,3,22.07,1199.0,73.9,5.0,6393.718452047111
2018,55594,0,1,3,18.49,1493.0,100.0,7.0,9512.058328659561
2013,58000,0,0,3,11.2,2993.0,306.0,4.0,53841.8395961862
2012,110224,0,1,3,19.01,1461.0,108.45,5.0,6842.400448681996
2010,21002,1,1,3,22.5,998.0,67.04,5.0,3084.6887268648343
2017,121000,0,1,3,24.52,1248.0,88.5,7.0,8973.6399326977
2010,73513,1,1,3,19.7,796.0,46.3,5.0,2075.154234436343
2015,34000,1,0,3,20.51,998.0,67.0,5.0,4318.5642176107685
2017,28371,1,1,3,15.1,1196.0,73.0,7.0,5316.8816601233875
2013,74755,0,1,3,19.6,1461.0,108.45,5.0,6315.1991026360065
2011,25805,1,1,3,18.2,1061.0,64.0,5.0,2938.867077958497
2015,82603,1,1,3,13.06,1598.0,102.53,5.0,5496.354458777342
2006,110000,1,1,3,13.5,1799.0,130.0,5.0,2972.518227706113
2012,88000,0,1,3,16.0,2179.0,140.0,7.0,6719.012899607403
2011,110000,0,1,2,21.0,1461.0,64.1,5.0,2692.09197980931
2017,15000,1,1,3,21.7,999.0,67.0,5.0,4767.246214245653
2013,70000,0,0,3,15.15,2967.0,240.0,5.0,44868.1996634885
2008,150000,0,1,2,28.4,1248.0,74.0,5.0,3028.6034772854737
2016,19000,1,1,3,20.63,1198.0,67.0,5.0,3353.8979248457654
2011,37442,1,1,3,18.5,1197.0,80.0,5.0,3813.7969713965226
2016,63111,0,0,2,18.12,1995.0,190.0,5.0,34548.51374088615
2012,88000,0,1,3,20.77,1248.0,88.8,7.0,6561.974200785193
2014,42355,1,1,3,18.9,1197.0,82.0,5.0,4486.81996634885
2011,75871,1,0,3,9.43,2996.0,254.0,5.0,15838.47448121144
2011,65000,0,1,3,17.9,1998.0,163.7,5.0,5103.757711721817
2015,69000,0,0,3,0.0,2987.0,165.0,5.0,42624.789680314076
2011,79232,0,1,3,21.1,1248.0,73.9,5.0,3252.944475602916
2016,28470,1,1,3,18.6,1197.0,81.83,5.0,7795.849691531127
2014,9759,1,1,3,20.3,998.0,68.05,5.0,3084.6887268648343
2014,75216,0,1,3,22.9,1248.0,74.0,5.0,5720.695457094783
2017,8000,1,1,3,18.6,1197.0,81.83,5.0,7571.508693213685
2014,59451,1,1,3,18.5,1197.0,85.8,5.0,4139.091418956814
2013,53996,0,1,3,22.9,1248.0,74.0,5.0,6113.292204150308
2018,15135,1,1,3,17.5,1199.0,88.7,5.0,10420.639371845204
2015,53000,1,0,2,16.9,1197.0,81.86,5.0,4486.81996634885
2013,40000,1,1,3,18.0,1198.0,86.7,5.0,3252.944475602916
2013,21107,1,1,3,17.1,1591.0,121.3,5.0,5888.9512058328655
2014,56000,1,1,3,16.8,1497.0,116.3,5.0,6449.803701626472
2017,19623,1,1,3,15.29,1591.0,121.3,5.0,14716.769489624228
2014,70963,0,1,3,15.1,2179.0,140.0,7.0,8782.950084127873
2013,51450,0,1,3,12.8,2494.0,102.0,7.0,11665.73191250701
2012,75000,0,1,3,22.9,1248.0,74.0,5.0,4879.416713404374
2017,37832,1,0,3,22.5,998.0,67.0,5.0,5866.517106001122
2016,43041,1,1,3,18.9,1197.0,81.86,5.0,6741.4469994391475
2014,97236,0,1,3,25.8,1498.0,98.6,5.0,4935.501962983735
2010,83000,0,0,3,16.07,1995.0,181.0,5.0,14301.73864273696
2011,65000,1,1,3,15.6,1196.0,70.0,5.0,2692.09197980931
2018,46007,1,1,3,17.0,1198.0,73.75,5.0,6404.935501962983
2015,65925,0,1,2,22.7,1498.0,89.84,5.0,6158.160403813797
2004,73500,1,1,2,13.0,1343.0,90.0,5.0,1458.2164890633762
2014,55000,0,1,3,16.0,2179.0,140.0,7.0,9534.492428491307
2012,115000,0,1,3,13.0,2982.0,168.5,7.0,14570.94784071789
2017,31184,1,1,3,18.9,1197.0,81.86,5.0,5608.5249579360625
2017,41747,0,0,3,28.4,1248.0,73.75,5.0,10095.344924284913
2016,38143,0,1,3,22.9,1248.0,74.0,5.0,5855.300056085249
2012,19030,1,1,3,16.47,1198.0,73.9,5.0,4262.478968031407
2019,20877,1,1,3,18.16,1197.0,78.9,5.0,8154.795288839035
2016,23555,1,1,3,22.0,1197.0,81.8,5.0,5720.695457094783
2013,29000,0,0,3,14.21,2143.0,203.0,5.0,32529.444756029163
2013,61000,1,1,3,18.9,998.0,67.1,5.0,3252.944475602916
2012,4187,1,1,3,26.0,624.0,35.0,4.0,1547.9528883903533
2011,46000,1,1,3,13.4,1798.0,157.8,5.0,6169.377453729669
2016,28000,1,0,3,17.21,1197.0,103.5,5.0,8132.361189007291
2014,83558,0,1,3,22.32,1582.0,126.32,5.0,7829.500841278743
2017,40000,0,1,3,22.95,1248.0,74.0,5.0,5888.9512058328655
2013,36000,1,1,3,21.1,814.0,55.2,5.0,2187.3247335950646
2014,21000,0,0,3,17.11,1968.0,174.33,5.0,27481.772293886705
2013,62162,0,1,3,12.99,2494.0,100.0,7.0,9321.368480089735
2012,83000,0,0,3,11.74,2987.0,254.8,5.0,40381.37969713965
2015,58000,0,1,3,24.4,1120.0,71.0,5.0,6169.377453729669
2011,62332,1,0,3,11.7,2354.0,177.6,5.0,6606.8424004486815
2016,50867,0,1,3,20.34,1498.0,103.2,5.0,8917.55468311834
2010,73000,1,1,3,17.0,1197.0,80.0,5.0,3084.6887268648343
2012,98008,0,1,3,22.7,1582.0,126.24,5.0,7010.656197420078
2015,36000,0,1,3,20.0,1399.0,68.05,5.0,5552.439708356702
2019,27339,1,1,3,18.6,1197.0,81.83,5.0,7033.090297251822
2017,25000,0,1,3,23.9,1582.0,126.2,5.0,9702.748177229389
2014,37000,1,1,3,18.9,1197.0,82.0,5.0,3925.967470555244
2015,56000,0,0,3,14.16,1968.0,174.3,5.0,39259.67470555244
2015,27000,1,1,3,17.5,1298.0,85.8,5.0,4991.587212563096
2012,37000,1,1,3,18.5,1197.0,80.0,5.0,2972.518227706113
2017,10500,0,1,3,25.32,1198.0,77.0,5.0,5272.013460459899
2014,49000,0,0,3,18.23,1582.0,126.2,5.0,9983.174425126192
2017,7000,0,1,3,17.1,1956.0,170.0,5.0,19573.752103196857
2017,71256,0,1,3,24.3,1248.0,88.5,5.0,10745.933819405496
2012,83184,1,1,3,14.28,1798.0,138.03,5.0,6977.005047672462
2013,87284,0,1,3,15.1,2179.0,140.0,7.0,8749.298934380258
2016,7000,0,0,3,20.68,1995.0,190.0,5.0,31127.313516545146
2015,29000,0,1,2,22.54,1396.0,88.73,5.0,7851.934941110488
2017,33552,0,0,3,11.57,2987.0,254.79,5.0,72765.00280426248
2013,64000,0,1,2,17.3,1998.0,163.7,5.0,7291.082445316882
2011,82000,1,1,2,18.5,1197.0,80.0,5.0,3028.6034772854737
2012,70000,1,1,2,19.4,1198.0,86.8,5.0,2804.2624789680312
2015,58000,1,1,3,16.47,1198.0,73.9,5.0,4430.73471676949
2010,77000,1,1,2,20.36,1197.0,78.9,5.0,2355.5804823331464
2009,73204,0,0,1,18.1,1991.0,147.9,4.0,3925.967470555244
2007,70000,1,1,2,19.81,1086.0,68.05,5.0,2243.409983174425
2014,79870,0,1,3,20.77,1248.0,88.76,7.0,6001.121704991587
2013,90000,0,1,3,25.8,1498.0,98.6,5.0,4262.478968031407
2016,17000,1,0,3,15.5,1595.0,122.0,5.0,19349.411104879415
2018,46493,1,1,3,18.9,1197.0,81.86,5.0,6203.028603477285
2009,68000,1,1,1,20.36,1197.0,78.9,5.0,2187.3247335950646
2017,2000,0,1,3,28.4,1248.0,74.0,5.0,9197.980931015141
1999,140000,1,1,3,13.0,1343.0,90.0,5.0,1009.5344924284913
2014,45535,0,0,3,23.8,1998.0,112.0,5.0,21772.293886707794
2016,39228,1,1,3,15.7,1368.0,112.4,5.0,7380.818844643858
2011,57000,1,1,2,14.49,1399.0,92.7,5.0,2355.5804823331464
2008,85445,1,1,2,19.81,1086.0,68.05,5.0,2243.409983174425
2015,54000,0,1,3,24.4,1120.0,71.0,5.0,4150.308468872686
2014,53000,1,0,3,23.1,998.0,67.04,5.0,4262.478968031407
2014,60000,1,1,3,20.36,1197.0,78.9,5.0,3645.541222658441
2015,65668,0,1,3,19.87,1461.0,83.8,5.0,6203.028603477285
2011,100000,0,0,2,22.69,1995.0,190.0,5.0,12226.584408300616
2018,1800,1,1,3,18.9,1197.0,82.0,5.0,5720.695457094783
2009,44200,1,1,2,18.0,995.0,62.0,5.0,1794.72798653954
2018,14000,1,1,3,17.4,1497.0,117.3,5.0,12619.18115535614
2012,73000,0,0,3,11.5,2982.0,169.0,7.0,16152.55187885586
2011,68000,1,1,3,17.0,1497.0,118.0,5.0,4038.137969713965
2017,19543,0,0,3,18.12,1995.0,190.0,5.0,45429.0521592821
2014,38000,0,0,2,14.16,1968.0,174.3,5.0,43690.40942232193
2014,32805,0,1,3,23.2,1248.0,73.94,5.0,4038.137969713965
2016,44782,0,0,3,21.21,1498.0,103.2,5.0,7986.539540100953
2016,55700,0,1,3,26.0,1498.0,98.6,5.0,8435.221536735839
2012,60000,0,0,2,15.2,1968.0,140.8,5.0,11609.64666292765
2014,56000,1,1,3,15.0,1598.0,103.52,5.0,7851.934941110488
2011,60000,0,1,3,11.5,2982.0,171.0,7.0,12170.499158721255
2010,78563,0,1,3,16.52,1991.0,123.7,5.0,2636.0067302299494
2014,34669,1,1,3,15.1,1196.0,73.0,7.0,3252.944475602916
2017,17000,1,1,3,20.73,1373.0,91.1,5.0,8581.043185642176
2016,66000,0,1,3,28.09,1248.0,88.5,5.0,7178.91194615816
2014,102418,0,1,3,12.99,2494.0,100.6,7.0,11329.220415030846
2014,48800,1,1,3,19.1,1197.0,85.8,5.0,4767.246214245653
2019,10601,0,0,3,11.36,2755.0,171.5,7.0,22041.503084688724
2017,8200,0,1,3,25.0,1396.0,69.0,5.0,4935.501962983735
2012,100000,1,1,3,18.5,1197.0,82.85,5.0,3645.541222658441
2012,78000,0,1,3,17.8,1399.0,68.0,5.0,3140.773976444195
2015,50000,0,1,3,18.2,1248.0,73.74,8.0,4823.331463825014
2006,89327,0,1,1,17.8,1399.0,68.0,5.0,1738.6427369601793
2007,98000,1,1,2,10.8,2354.0,152.0,5.0,5272.013460459899
2017,24700,1,1,3,18.7,1199.0,88.7,5.0,7930.454290521592
2018,6000,0,0,3,11.0,2987.0,258.0,7.0,88614.69433538978
2018,9434,1,1,3,18.9,1197.0,81.86,5.0,6449.803701626472
2012,29000,1,1,3,18.5,1197.0,85.8,5.0,3645.541222658441
2017,22440,0,0,3,22.0,1498.0,108.495,5.0,9971.957375210319
2015,73070,1,1,3,17.4,1497.0,117.3,5.0,6618.059450364553
2016,21771,1,1,3,18.7,1199.0,88.7,5.0,5552.439708356702
2014,62000,0,1,3,17.8,1248.0,75.0,5.0,4206.393718452046
2017,37024,0,0,3,17.01,1582.0,126.2,5.0,12305.10375771172
2014,60336,0,0,2,14.4,2967.0,241.4,5.0,27975.32249018508
2014,26008,1,1,3,21.1,814.0,55.2,5.0,2209.7588334268085
2010,90000,0,1,2,20.0,1399.0,68.0,5.0,1570.3869882220974
2018,35569,1,1,3,17.0,1198.0,73.75,5.0,8154.795288839035
2013,40000,0,1,3,21.64,1461.0,84.8,5.0,4486.81996634885
2015,45000,1,1,3,18.7,1199.0,88.7,5.0,5328.0987100392595
2015,42000,1,1,3,17.0,1197.0,80.0,5.0,5720.695457094783
2012,46913,0,0,3,14.94,2967.0,241.4,5.0,18070.667414469994
2014,62000,0,0,3,11.18,2696.0,184.0,7.0,11833.987661245092
2017,15000,0,0,3,12.9,2755.0,174.5,7.0,33651.14974761637
